	cell type: Hematopoietic stem cell_CD133+ CD34dim_to_cell type: Hematopoietic stem cell_CD38- CD34+	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Common myeloid progenitor	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Early B-cell	cell type: Early B-cell_to_cell type: Pro B-cell	cell type: Pro B-cell_to_cell type: Naïve B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cell class able to switch	cell type: Naïve B-cells_to_cell type: Mature B-cell class switched	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD8+ T-cell	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD4+ T-cell	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Central Memory	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Central Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory RA	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: NKT	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56+ CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16- CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Plasmacytoid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Myeloid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Granulocyte/monocyte progenitor	cell type: Common myeloid progenitor_to_cell type: Megakaryocyte/ erythroid progenitor	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Erythroid_CD34+ CD71+ GlyA-	cell type: Erythroid_CD34+ CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA-	cell type: Erythroid_CD34- CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA+	cell type: Erythroid_CD34- CD71+ GlyA+_to_cell type: Erythroid_CD34- CD71lo GlyA+	cell type: Erythroid_CD34- CD71lo GlyA+_to_cell type: Erythroid_CD34- CD71- GlyA+	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Colony Forming Unit-Megakaryocytic	cell type: Colony Forming Unit-Megakaryocytic_to_cell type: Megakaryocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Granulocyte	cell type: Colony Forming Unit-Granulocyte_to_cell type: Granulocyte (Neutrophilic Metamyelocyte)	cell type: Granulocyte (Neutrophilic Metamyelocyte)_to_cell type: Granulocyte (Neutrophil)	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Monocyte	cell type: Colony Forming Unit-Monocyte_to_cell type: Monocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Eosinophill	cell type: Granulocyte/monocyte progenitor_to_cell type: Basophils
HNF4G	0.10271	-0.00075599	0.00010664	0.0033454	0.00050411	0.018321	-0.028549	-0.00082661	-0.00074841	0.016235	-0.00051869	-6.2868e-05	-0.00042177	-0.00094203	-0.0010075	-0.018973	-0.00098583	0.003721	0.00073123	-0.00041599	-0.00035351	-0.0049821	0.00083608	0.055835	-0.068032	0.024309	-0.00021888	-0.047524	0.00079159	-0.0066027	0.00012156	-0.0073761	0.024453	0.0071123	0.001668	-0.0004602	0.0005576
HNF4A	0.00063529	0.010842	-0.00021414	0.00063176	-0.00066617	-0.00073933	0.022247	-0.00050012	-0.0003638	-0.00028007	0.00064959	-0.0005651	0.00017768	-0.017262	0.00068769	0.00027687	-0.00046057	-0.00027746	-0.00037262	-0.00023763	2.7955e-05	-0.0079063	5.7363e-05	-0.043364	0.000509	-0.00018804	0.050302	-0.00048557	0.00088472	-0.00014426	0.0004559	0.00085279	0.00042442	0.00049056	0.016093	-0.00052926	-0.00025523
GTF3A	-0.00082892	0.00092177	-3.022e-06	0.0007575	-0.00051911	-0.050968	0.00068316	-0.00053472	-0.00013254	0.00075691	0.00044458	-4.6166e-05	-6.4477e-05	2.0248e-05	0.00088945	0.00072391	0.047622	0.00016635	-0.00045397	0.00030047	0.00079444	-0.00038612	5.8343e-05	0.00018072	0.00085573	-0.043469	0.036442	0.0014811	-0.00034281	-0.035607	-0.00033757	0.00051175	-0.00082352	0.00021501	-0.0009033	0.00062583	-0.00065835
FOXP3	-0.00039242	0.00036545	0.000395	0.00090087	0.00034791	0.022899	0.00053293	-0.00030453	0.00069755	3.4391e-05	0.00086965	0.00051325	-0.00012605	0.00018619	0.012223	4.6789e-05	-0.013541	0.00088977	-6.2727e-05	0.0044791	-0.00092661	-0.00074714	-0.00060619	9.6426e-05	-0.00021999	1.0916e-05	0.0072633	-0.0058824	-0.0003288	0.0015092	0.0182	0.00036187	-0.030391	0.00034659	0.018174	-0.00089889	2.5934e-05
FOSB	-0.00082037	-0.00059959	-0.00077795	-0.00095703	-0.00028921	0.0013094	0.00082619	-7.6075e-05	-0.00014708	-0.00017133	0.00020344	-8.1727e-05	-0.00069295	-0.0004939	-0.026508	-6.9559e-05	-0.00016148	0.00073373	0.00015055	-0.00014695	-0.00062164	0.000654	-0.00011515	-0.00036649	0.00035159	0.00083211	-0.00016139	-0.00058133	-0.00088083	0.00088083	0.00010463	0.00012124	-0.00025473	0.00014042	-0.00067413	0.00081981	0.040882
ABL1	-0.00012821	-0.00027398	0.00087603	-0.049764	0.081736	-0.00056857	-0.00078231	-0.15447	0.00025377	-8.9853e-05	0	-0.00021569	-0.00048944	5.473e-05	-0.00034505	0.0005948	-0.00069908	-8.9853e-05	0.00054445	0.075961	0.048693	-0.00015018	0.00018413	-0.00092569	0.00092107	-0.00014104	-0.00024063	0.00038628	-0.00056123	-0.00051715	0.00033431	-0.03858	-0.00018124	0.00087097	-0.00049244	-0.045963	0.11815
IKZF3	0.00052811	0.00041695	0.00023553	0.00015715	-0.000125	0.00069466	0.00014056	-0.0002788	0.00083614	0.0004985	0.00016586	-0.00014027	-0.00037341	-0.00061953	-0.21819	-0.00054934	-0.0004968	-4.793e-05	0.00058688	0.00043989	1.3908e-05	8.451e-05	-2.4269e-05	-0.00033473	0.00025687	6.229e-05	0.0006227	-0.00060713	-0.00021466	7.4654e-05	-8.8149e-05	-2.0629e-05	0	0.00039574	-0.00050452	-0.021969	0.0003908
TP63	-0.00089662	0.0051851	-8.5514e-05	-0.00087518	-0.00072463	-0.0006457	-0.00019317	-0.00053657	-0.044889	-0.00082406	0.049469	-0.0010185	0.00063246	-0.00038683	-0.00011466	0.00080879	0.00096364	-0.017015	-0.00020435	-0.022936	-0.00079153	0.0008172	-0.022277	0.00016034	0.00064099	0.0002466	-0.00053495	0.00088369	0.00078407	-0.12408	-0.00096349	-0.0010548	-0.00050361	-0.11671	0.039361	0.00095132	0.00018462
NANOG	-0.0006861	-0.00075582	-0.00090671	-0.00036724	0.00044459	-7.8292e-05	-0.00083502	-7.7345e-05	-0.00022481	-0.00080831	-0.00015777	-0.00056988	0.00062896	0.00048616	0.00056438	-0.00075062	0.00094085	-0.00042203	-0.00018586	0.060665	-0.00029546	0.0010079	0.00026905	0.05613	0.031684	0.02612	-0.11659	-0.21447	-0.00041423	-8.4376e-05	-0.0011588	0.00097869	0.00044962	-8.0198e-05	0.0004458	0.0005616	0.00015366
BTG2	1.6143e-05	-0.00014648	-0.001176	-0.00090221	-0.082529	-0.00016925	0.43574	0.095827	0.00028596	0.00044683	0.00019065	-0.00044683	-0.00028596	0.00070412	-0.00035098	-0.00016233	0.00048405	0.0056436	0.00020367	0.00026716	-0.00023044	0.00014648	0.00029275	-0.00010476	0.0004319	-0.00078611	0.00031271	0.029535	0.00048964	-6.2574e-05	1.3691e-06	0.00034979	-0.00027254	-0.059735	-0.00044194	0	-0.00013416
BTG1	5.5064e-05	-0.00075043	6.9544e-05	-0.00023522	7.5982e-05	-9.2447e-05	0.00060514	-0.0009734	0.00025877	0.0052167	-0.00028605	-7.6006e-05	-0.00018947	0.00073885	-0.00017261	0.00079993	0.015999	4.5042e-05	-0.00066541	-0.00070687	-0.00059835	0.0026403	0.00016284	0.00079361	0.00030803	-0.00027277	0.0001767	-0.00098386	8.9633e-05	0.00025927	-0.00046148	-0.00017638	-0.0001804	-0.00091522	-0.00018057	0.00016604	0.00015665
ZNF740	0.043571	0.015962	-0.00024588	-0.00075729	-0.00021358	0.00078051	0.00045687	-0.00077661	0.021048	0.00016919	-0.00024351	-0.00085696	0.00051645	0.00014045	0.00029939	0.00088534	-0.021573	-0.011756	-0.00041049	-0.0011603	0.00026009	-0.020525	-0.013567	-0.03008	0.039273	-0.00061189	-0.00060949	0.060164	-3.7705e-06	-0.00099009	0.00050915	-5.2686e-05	-0.026405	0.00044988	0.00013549	-0.00063532	0.0004287
PML	-0.00060502	-0.00019244	0.00065157	-6.3243e-05	-2.9606e-05	-0.00062459	-0.00016288	-0.00028349	-9.3552e-05	4.0456e-05	-0.14692	0.00090092	-0.00037203	0.00071773	0.0002424	-6.9717e-05	-0.00084823	0.0003628	-0.00011933	0.00014885	-0.00016015	0.00025344	0.00067031	3.5002e-06	0.00013114	-0.000613	0.00016416	-1.483e-05	-0.00032903	-0.037146	0.023809	-0.023025	0.0006137	5.4914e-05	0.00092019	-0.00038008	-7.0307e-05
CITED2	5.7216e-05	-0.024272	-0.00095371	0.0001297	0.00040914	0.0012152	0.00031323	-0.00080153	-0.011258	9.2246e-05	0.094963	-0.0070592	-0.000904	0.055788	-0.00023224	-0.00011029	0.057684	0.00063643	-0.00037027	0.071676	-0.00037193	0.02414	0.00092577	0.00021204	0.00049009	0.064221	-9.2962e-05	-0.0001163	0.023387	-3.1047e-05	0.00014201	-0.00024834	-0.00049195	0.00012344	0.0004798	0.00071911	-0.00097591
NFKB2	-0.065363	-0.00043408	0.0020078	0.015269	-0.00094579	0.00086581	0.00058535	-0.093574	6.5139e-05	0.00073098	-0.00023834	9.5057e-05	-0.00049948	0.034157	0.00012729	-0.00019873	5.7589e-05	0.00010738	0.00017938	-0.00076736	0.00073047	0.014165	0.0047425	-3.2952e-05	0.00070113	0.00019573	-0.033657	0.00022129	-0.017252	0.00013179	-0.0001679	-0.00062642	-8.1496e-05	0.00049075	9.1325e-06	-8.1928e-05	0.00062165
GABPB1	0.00045899	-0.00011999	0.017519	-0.023548	-0.00085435	0.015295	-0.00051155	-0.018908	-0.00049451	-0.00056124	0.00064478	0.00045764	-0.00041141	-0.009638	-0.00034278	0.033915	-0.00056917	-0.00048451	0.0003437	-0.039005	0.0001615	1.6186e-05	-0.0086159	0.02212	0.0008256	-0.00022167	-0.0010117	-0.061503	0.00012452	0.00034629	-0.00014669	-0.00047782	0.00015635	0.00030987	5.4856e-05	0.00066759	0.00095941
LYL1	-0.00074832	-0.00039429	0.014498	-0.013498	-0.00055672	-0.00063139	0.00021122	-0.00061044	-0.00016667	-0.00050257	0.00010699	0.00033622	0.074662	0.00020054	-0.00026615	-0.00017986	-0.00037754	0.00028369	-0.00090009	-4.1458e-05	-0.058874	2.0521e-05	-0.028158	-0.00015006	0.11042	-0.024464	-0.00077593	-0.00015249	0.00013462	-0.0008005	-0.00065854	-0.00035819	0.00086464	0.0002071	0.00013711	0.00070761	-0.083035
RBL1	0.00074338	0.0003986	0.00037309	-0.00036251	-0.00025714	-0.0001172	-0.0002822	-6.2266e-07	-2.9077e-05	0.00027148	-0.00081984	0.00012195	-0.00024136	0.00035574	-0.00021811	-0.00025119	-0.00050177	-0.00030179	0.00023899	0.00049405	-0.00064666	-0.00074618	0.00090813	0.00017052	-0.00060092	0.00074134	-0.11271	0.00042414	-0.00058133	-0.00021606	-0.00054181	0.00067093	0.00026345	0.00018678	-8.6283e-05	-0.0005543	0.00040002
HMGA2	-0.00033248	0.00047686	-6.5247e-05	0.014816	-0.00021257	-0.065518	-0.00080036	-0.00031027	0.00030914	-0.00066298	-0.017425	0.00024191	-0.0021398	-0.011584	0.00035495	0.00064318	-0.0005992	0.0007672	0.00025144	-0.014087	-0.0023322	0.00057064	-0.00045067	-0.0024584	0.00068574	-0.00015207	0.04084	-0.086044	-0.015529	-0.00013018	-0.00044975	-0.0022766	-0.000292	0.0047775	-0.00010523	3.4737e-05	-0.0011977
HMGA1	0.00067044	0.0005766	-0.00011815	-5.7318e-05	-0.00017985	0.00012873	0.00040442	0.00033993	-0.00069326	0.01546	-0.00086615	0.00076383	-0.0051777	0.0005681	0.00010472	-0.00045321	-0.00011817	-0.020482	0.00082675	0.00027222	0.00014412	-0.0062579	-0.00012153	0.018156	-0.017566	-0.00097125	-0.00014677	0.00065675	0.00094449	0.00017495	-0.00039533	-0.00077017	0.0068129	0.0003929	0.0082274	-0.0005318	0.0048556
PROX1	0.00017441	-0.00062227	1.4764e-05	-0.0015797	0.00067704	0.00041669	0.00022882	-0.00015314	0.00080296	-5.7536e-05	0.039409	-0.076318	-0.085022	0.0006141	0.0026733	0.00015784	-0.00070479	-0.00082855	0.0080662	0.00072094	0.00063704	0.014362	-0.00011981	0.00035878	-0.0003983	0.00011358	-0.00037894	0.0010177	-0.00042707	0.00089993	-0.00058517	-0.022868	-0.00075288	0.00021254	-0.0050339	-0.00058969	0.00078198
HEY1	0.00090663	-0.02136	-0.013195	0.046369	-0.0039023	0.00061978	-0.014621	0.00072693	0.002321	-0.0004719	-0.00018645	-0.0003372	-0.00019825	-0.030328	0.00013627	0.022567	0.0070931	0.00053458	-0.12931	0.0025581	-5.7432e-05	-8.5513e-05	0.030251	0.00029591	-0.0091201	0.00052215	0.00021072	-0.0083467	0.00085991	-3.5104e-05	-0.00028969	0.021297	-2.7446e-05	-0.00064999	-0.00019909	-0.022944	0.034822
HIRA	-0.00083352	4.9172e-05	-5.9758e-05	0.00025425	-2.7135e-05	0.00021775	0.00082145	0.00051	-0.00089331	0.00019907	-0.080041	-0.00018515	0.00052767	0.00081215	7.0506e-06	-0.0007068	-0.00072781	-0.00017286	-0.00036385	9.8464e-05	0.00030284	-0.00091083	-0.00064846	-0.00058137	0.00019103	0.00097281	6.8761e-06	-0.0003557	9.0568e-06	5.8557e-06	-0.00080433	0.00016628	0.00057578	0.00074603	0.00069169	-6.4274e-05	0.00049602
MTF1	-0.0076434	0.0026903	0.0032665	-0.00027617	0.00050773	0.060151	0.00077326	-0.052162	0.015473	-0.011567	0.00084121	-0.00071111	-0.00025592	-0.031741	0.024605	-0.0005959	-0.00012352	-0.00059844	-0.021113	-0.00094215	-0.00033824	0.00014804	0.00079603	-0.039925	0.048905	-0.00042707	0.00061579	-0.0006626	-0.015857	0.015291	0.00015326	0.00016805	0.00012249	-0.00026273	-0.039824	0.00030142	-0.00018106
ID2	-0.020061	0.0040314	-0.0021331	-0.00012495	-0.00067283	0.081107	-0.027729	0.00032009	-0.020969	0.017342	-0.0051392	-0.036121	0.017346	0.00078523	1.2099e-05	0.0010643	-0.00012036	-0.00054399	-0.00068711	0.00018941	0.01673	-0.020594	0.00087709	-0.00051841	-0.030796	0.039004	-0.020925	0.015029	-0.043943	0.036737	0.01294	0.0020009	-5.122e-05	-0.052913	0.013517	0.017928	6.7134e-05
ID1	-0.0033375	-0.042443	0.00044745	-0.00059093	9.0542e-05	0.00025471	0.047283	-0.00025134	0.00034199	-0.028068	0.026125	-5.1472e-05	-0.0010411	0.0010352	-0.00016121	0.00020106	0.00044186	0.0002129	-0.00074944	0.00082791	-0.00085281	0.049715	0.060072	-0.00087476	0.0004855	-0.0049815	0.00043347	-0.011862	-0.0007023	8.0109e-05	0.00075526	-0.0045722	0.00076091	-8.3385e-05	-0.00033213	-0.00030483	0.0092437
SREBF2	0.0007355	-0.0018184	-0.00035954	-0.003245	0.00092387	0.00054405	-0.00071143	0.00066489	-0.00072416	0.00010465	-0.003079	-0.0028349	0.0007047	0.019746	-0.032029	-0.00044144	0.064394	-0.00051031	0.00017332	0.00023447	0.074533	-0.002544	-0.00035079	-0.0004758	0.037113	-0.03706	0.00060038	-0.00058426	-0.00015638	-0.00062151	0.00066127	0.00074723	-0.00027505	0.027748	-0.10701	-0.00095881	0.00055362
PIAS3	0.00047269	0.00012644	6.2171e-05	0.00024304	0.00011901	-0.00022423	0.029601	-0.00084766	-0.00039289	-0.00022982	0.00053433	-0.00014681	0.00023585	-0.00084753	-0.00053842	0.0008651	0.00082787	-0.00033089	-2.2081e-05	-0.01242	0.00045783	0.00047844	-0.00021019	0.00093476	-0.00014685	-0.00038105	0.00016827	-0.0008738	-0.0006991	0.00066247	2.9356e-05	0.00080861	0.00084703	-1.7499e-05	-0.00064864	7.5158e-05	0.00030117
STAT5A	0.00078008	0.00053451	0.033628	-0.17311	0.1386	0.00011947	0.00011947	0.0001793	-0.0012464	0.0003647	-0.00042972	0.0003689	-0.00050221	0.00076723	0.00048585	-0.00018597	0.00044452	0.00030782	-5.0101e-05	-0.00026268	-0.0012951	-0.00013917	-0.00065163	-0.00094367	0.00045495	-0.00010599	-0.00022135	0.034035	-0.00026519	-0.00028061	0.0082779	-0.0010154	-0.0083952	0.0026607	0.00051416	-4.4639e-05	-0.015322
PIAS1	0.00028435	0.00024256	0.00017135	-9.2218e-05	-0.00095061	0.00027492	0.00094411	-0.00098225	0.028011	0.00013161	0.00083346	0.00053667	-0.14373	0.028197	-0.00076831	-0.00043276	0.00069023	0.00030093	0.039396	-3.3101e-05	0.0010366	-0.00058687	-0.00042905	0.016064	-0.00034412	-0.00073776	-0.00048454	0.094366	-0.0091148	0.059237	0.00059748	0.00038633	0.00021494	-0.00013664	2.3078e-05	1.756e-05	0.00089423
NKX3-1	0.00037063	0.00039268	0.00025082	-0.00056633	0.002298	0	0.00040829	0.00027226	-0.00085408	0.13598	-0.19939	-0.13981	0.005618	-0.023819	0.0021019	0.054354	-0.00041772	-0.00046534	-0.00083274	-0.00091149	-0.00024867	0.013968	0.00058985	-0.00091296	-0.00077934	-1.5094e-05	0.00028641	-0.057941	-0.051688	0.12313	-0.0059241	-0.00063541	0.00049488	0.00011747	0.00021146	2.3642e-06	0.00032805
HIVEP2	-0.11219	-0.00053028	-0.0008167	-0.00078711	-0.001836	0.00057163	0.00054502	0.00054943	-0.00095691	0.0028094	0.00019636	-0.00038933	-0.00040536	-9.3444e-05	-0.0027499	0.046493	-0.0036189	-0.00085408	-0.017622	-0.00088616	-4.6423e-05	-6.1779e-05	-0.10237	0.0082583	0.047871	-0.00038849	-3.7174e-05	0.042863	0.085057	-0.00036853	-0.015985	-0.00058168	0.00040707	0.00096646	0.00019053	0.00075401	-0.00093825
ZNF595	4.188e-05	0.00012339	-0.00087978	0.0007968	0.00019217	0.00033817	-0.00021115	-0.00091024	0.00013419	0.00013967	0.00071175	-0.00057164	-4.0446e-06	0.022517	-0.00019552	0.00067223	-0.00047866	0.00017879	0.0003253	-8.1272e-05	1.6284e-05	-9.2086e-05	-0.00055352	0.00052436	-0.00068068	0.00094218	0.00033917	6.4753e-05	-0.00040529	-0.00070941	-0.00035761	0.00021836	0.00024762	-0.00018702	0.00029539	-0.00062265	0.00023272
BCL11A	0.0009058	-0.0039554	0.00070649	-4.0536e-05	0.00086522	-0.0007237	0.00071383	-0.016352	-0.00079263	0.00040224	0.00070529	-0.00038335	0.017504	-0.045525	0.00031183	0.00019272	-0.038167	-0.00050296	0.065907	0.00035108	0.00036797	0.001017	0.00068416	0.00068088	0.023285	0.00051785	-0.14174	0.037629	0.025464	-0.013779	-0.00088186	0.015887	0.00033797	-0.00021096	8.6959e-05	-9.5831e-05	-0.00031173
JUND	0.0081564	-0.023691	0.00040082	0.00095567	0.00041777	0.0084465	4.4187e-05	-0.03533	-0.00069555	0.00032026	-0.059974	-0.042014	0.033831	-0.0009063	-0.0073079	0.00081181	0.0002194	0.0006393	-0.00094349	-0.000422	-0.00024419	0.00055806	0.051433	-0.00056036	-0.0090415	0.00021512	-0.00064939	6.6302e-05	-0.043553	0.00011807	0.0016187	0.00018742	0.00015724	0.014885	-0.050631	-0.00043215	-0.00015066
VHL	0.00016983	-0.0004331	-6.5151e-06	-7.8618e-05	-0.00041761	-0.00024245	0.00046642	6.914e-05	-0.0003772	0.00083819	0.009178	-0.052962	5.4376e-05	-0.00090221	-0.00041479	-0.00060771	-6.2239e-05	-0.0004331	-0.00054843	-0.0004331	0.00017342	0.0002037	-0.023494	0.00026895	-0.07839	0.1639	-0.0069997	5.2895e-05	0.060631	-0.011029	-0.00060377	6.1576e-05	0.00034613	-0.015703	-0.00072802	-0.0067942	0.00062185
ELF1	0.00068502	0.0028494	0.00088993	0.0029292	-0.0010377	0.00018612	0.00045482	-0.00057481	-0.00077756	0.00040076	0.0024299	-0.00075649	9.0969e-05	-0.001586	0.00052652	0.0079892	0.00095398	-0.00026073	-0.00036317	-0.00030207	-0.0010127	-6.4215e-05	-0.00078371	-0.00059319	0.020686	0.00063137	-0.069079	0.050388	0.00062804	-0.00059759	-0.013303	-0.0079362	0.018792	9.4358e-05	-0.00019998	-0.017928	0.00096517
SRF	-0.0058629	9.9553e-05	0.00015892	0.00076651	0.00062173	-0.0015472	-0.00063543	-0.00056888	-0.013456	0.00031631	-0.00031631	0.013908	0.035549	0.013456	0.00065527	0	4.0125e-05	-0.00075543	0	0	-0.00079878	-9.6309e-05	-0.017094	0.00078572	-0.0042619	-0.00011496	0.11251	-0.033629	-0.031042	0.048036	-0.00016669	0.00016345	0.00023391	-5.66e-06	-0.00081892	-0.014355	-3.244e-06
ELF3	0.00081317	-9.7174e-05	-0.00040686	-0.00068074	0.00012726	-0.00029215	0.00067815	-1.5568e-06	-0.00033796	-0.00055114	-0.00038142	0.00026816	-0.00062394	0.00055664	0.00077638	0.00069122	-0.022412	-0.00096184	-7.4384e-05	0.00019527	-0.00086473	-0.00085804	0.00010113	0.00011026	0.00063776	0.00073029	-0.00016733	-0.066423	0.00034071	-0.00011486	-0.00014635	-0.16137	0.20265	0.0056365	0.00052088	0.0004336	-6.6876e-06
MSC	-6.2124e-05	-0.00019811	0.00079194	-0.00076153	-0.00082984	-0.00023059	-6.7406e-05	3.837e-05	0.0015975	-0.0028619	0.0082312	0.11631	-0.045373	0.0010143	-0.028877	-0.00033513	0.013375	-0.00034236	0.00085921	-0.00067445	-0.00045828	0.0042382	0.00051034	0.029416	-0.028128	-0.00080742	0.00097132	-0.00021829	0.00071669	-7.2976e-05	0.030599	-0.061796	-0.00013064	-0.00084462	0.010899	-7.9822e-05	0.00044369
ELF4	5.239e-05	-0.00052399	0.00032437	-0.00064998	-0.00090466	7.023e-05	-0.00011891	0	-0.00041593	-0.0014481	-0.00070529	0.00057961	-0.00019672	-0.00088687	3.3758e-05	-0.00064021	0.00016246	0.0004186	-0.00088712	-0.00059511	-0.06592	0.0063518	-0.00070102	0.00019876	-0.00030011	0.00080304	8.9994e-06	-0.00068153	-0.00041124	0.00040598	0.0087243	0.00034827	-0.027408	-0.00091969	-0.065689	-0.014579	0.00082394
XBP1	0.00067019	0.0023682	0.00016811	1.8367e-05	-0.00018739	0.084743	0.00037104	-0.00078159	0.00076347	-0.00039312	-0.035249	0.00049916	-0.00011007	-0.00025898	0.012838	-0.023693	8.9056e-05	0.00044805	0.00019187	0.00042816	0.00052102	-0.013039	-0.00042282	0.00087518	-0.00047755	0.00082608	-0.00026373	-0.026461	-6.8386e-05	-0.00047407	-0.00087428	0.00061055	0.022585	-0.00042773	0.0052795	-0.00020021	9.8612e-05
ZBTB40	-2.2912e-05	0.00044062	0.0064525	-0.0078794	0.00087965	-0.00029654	4.3092e-05	0.00017055	-0.0009714	-0.0001633	-0.00039998	-0.00025834	0.00023185	0.00061837	0.00051139	2.1637e-05	-0.00042164	0.00017929	-0.00042435	-0.00045748	-0.00029411	-0.00069746	-0.0002142	-0.00052331	0.00027073	-0.00025867	-0.00044235	0.00040806	-0.00064806	9.6199e-05	0.00019806	0.0002126	9.7435e-05	0.00047471	0.0002182	-0.00036999	0.0004689
ANKRD1	0.0071427	0.00077302	0.015817	-0.00013741	-0.00026691	0.00063463	0.00050871	-0.080217	0.00089319	-0.00051619	0.00051152	0.030105	-0.0010021	0.00010653	5.5494e-05	-0.045551	0.0068524	0.00088046	-0.00053626	0.00059228	-0.0030106	-0.0092608	-0.00066366	-0.00040724	0.00060266	-0.00064044	-0.00076681	-0.00038601	-0.00017154	-0.031129	0.0063379	0.00043166	0.00017276	-0.00044879	-0.000671	-0.00087254	0.0007364
HCFC1	-0.14197	9.85e-05	0.00061556	0.00078969	0.0063518	-0.00095421	-0.0074945	0.00027184	-0.00073012	0.00010353	-5.0294e-06	0.00023508	0.00078426	0.00078363	-0.021328	-0.00066955	0.086054	9.4836e-05	-0.018806	-0.00031483	0	0.0003772	-0.00048179	0.00035562	-0.00052138	1.5177e-05	0.00036316	0.00057846	0.00047553	-0.0003032	0.00053894	-0.0018463	-0.00023132	-0.0003599	0.00023089	0.070867	-0.00045488
GLI2	0.02776	0.001157	-0.044178	0.037611	-0.00068367	0.029915	8.6947e-05	-0.034449	0.0002519	-0.00071869	0.07775	-0.00025535	0.00036889	0.00052314	0.00052314	0.00093739	0.00029952	0.00075819	0.00077504	-0.00092131	-0.053866	-0.00062892	0.00038919	0.00046205	0.000416	-0.00050543	-0.039102	0.038356	-0.000424	0.00039527	0.00058875	-0.00021446	-0.00047581	0.013458	-0.021567	5.967e-05	-0.00063808
WWTR1	0.00086285	0.0056421	-0.0035295	0.00042539	0.00065103	-0.00080546	9.0201e-05	0.00018388	-0.00027036	5.2778e-06	-0.0001421	0.00014768	-0.00087765	0.00016001	0.0019203	0.00081208	-1.3307e-05	-0.00041134	-0.00010381	0.00057131	-0.0060794	0.027768	-0.00046017	3.2749e-05	-0.0008765	0.00087766	0.00082084	-0.046411	-0.0062837	-9.9173e-06	-0.033886	0.0001139	-6.1428e-05	-0.050223	0.082748	-0.060846	-0.00083128
GLI1	0.00026511	0.00073703	0.00052807	-0.024147	0.00030412	-0.00073616	0.0055386	0.00046682	-0.00063382	0.00039291	-0.00089764	0.00040825	0.05491	-0.00081524	0.00029141	-9.1495e-05	8.8483e-05	0.00056876	-0.0007568	-0.00046282	0.00033432	-0.035258	-0.0004828	-0.00068868	-7.9727e-05	5.1475e-05	0.047851	-0.16245	0.099935	-0.10568	0.034066	-0.00033504	0.00054542	-0.00087434	0.0006467	-7.6099e-06	0.00090524
MSX1	0.041069	5.6091e-05	0.00051872	0.072008	-0.032763	-0.00082087	-0.015359	-0.00051593	0.0073442	0.038632	-0.00025003	0.00023766	8.2402e-05	-0.00064833	0.013494	0.00043416	-0.00026511	0.078567	0.0073442	-0.00065598	0.023488	0.002008	0.048828	-0.0023933	-0.0048283	-0.00052658	0.00037944	0.00026284	-0.069442	-0.00061133	0.021522	-6.4804e-05	-0.041991	-0.00059455	-0.0040606	-0.019901	0.0088972
MSX2	-0.00042814	0.00067739	-6.812e-05	-0.00036324	0.00024029	0.00036559	0	0.00027766	-0.00019107	-0.00020457	1.3496e-05	-0.00093027	-0.00035529	0.0003104	0	0.00071819	-0.0060597	-0.00019107	-0.00083436	0.00021933	-0.00064401	-0.00086847	-0.0008647	-0.0052036	0.014479	-0.009302	-4.2235e-05	-3.7298e-05	0.00042405	-2.3444e-05	8.5582e-05	-0.0007834	0.0008289	-0.00061492	0.00021702	-0.00071677	-0.00023691
