	cell type: Hematopoietic stem cell_CD133+ CD34dim_to_cell type: Hematopoietic stem cell_CD38- CD34+	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Common myeloid progenitor	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Early B-cell	cell type: Early B-cell_to_cell type: Pro B-cell	cell type: Pro B-cell_to_cell type: Naïve B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cell class able to switch	cell type: Naïve B-cells_to_cell type: Mature B-cell class switched	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD8+ T-cell	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD4+ T-cell	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Central Memory	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Central Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory RA	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: NKT	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56+ CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16- CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Plasmacytoid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Myeloid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Granulocyte/monocyte progenitor	cell type: Common myeloid progenitor_to_cell type: Megakaryocyte/ erythroid progenitor	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Erythroid_CD34+ CD71+ GlyA-	cell type: Erythroid_CD34+ CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA-	cell type: Erythroid_CD34- CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA+	cell type: Erythroid_CD34- CD71+ GlyA+_to_cell type: Erythroid_CD34- CD71lo GlyA+	cell type: Erythroid_CD34- CD71lo GlyA+_to_cell type: Erythroid_CD34- CD71- GlyA+	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Colony Forming Unit-Megakaryocytic	cell type: Colony Forming Unit-Megakaryocytic_to_cell type: Megakaryocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Granulocyte	cell type: Colony Forming Unit-Granulocyte_to_cell type: Granulocyte (Neutrophilic Metamyelocyte)	cell type: Granulocyte (Neutrophilic Metamyelocyte)_to_cell type: Granulocyte (Neutrophil)	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Monocyte	cell type: Colony Forming Unit-Monocyte_to_cell type: Monocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Eosinophill	cell type: Granulocyte/monocyte progenitor_to_cell type: Basophils
ZNF74	0.00034387	-0.00011095	0.0001637	-0.00023791	-0.000214	0.00015934	0.000214	0.00016934	0.00044206	0.0001644	-0.00015441	-0.00024582	-0.00010276	0.00010531	-0.00034567	-7.4214e-05	-7.4214e-05	0.0004348	8.0723e-05	-7.4214e-05	3.6733e-05	-0.00079218	-0.00013067	0.0001674	0.00028259	-0.00023303	0.0003976	0.00040603	-0.00057476	-0.00019995	0.00041314	0.00056257	0.0003902	-3.1099e-05	0.00060476	0.00028157	0.00028933
NKX2-5	8.2521e-05	-0.016069	0.011761	-5.2528e-05	0.04332	-0.083073	-0.10784	-0.073366	-0.051604	0.092819	-0.076644	-0.29764	0.0008281	0.059827	0.062656	0.00027217	-0.0098784	-0.00035118	-0.016632	0.025235	-0.00052454	-0.014449	-0.00013251	0.00022771	-0.00065842	-1.0305e-05	-0.00085698	0.0006386	0.0003913	-0.050197	0.067531	-0.02149	-0.036911	0.0005878	0.00071439	0.00051632	-0.0048621
ZNF143	-0.024488	-0.00035011	-0.00055161	-0.013918	0.00052089	-0.00028609	0.012374	-0.00018271	0.00065897	-0.046764	7.1039e-05	0.063251	0.025151	-0.076511	0.00044433	-0.012569	-0.00081283	0.015553	0.00088141	0.00069338	-0.0005026	8.0463e-05	-0.0060971	-0.00033598	-0.027387	0.043958	0.00020232	-0.00086317	-0.000123	-0.027926	-0.00025527	-0.00022357	-0.00040696	-0.015105	0.00015172	-0.0058489	0.038836
ZNF148	0.050482	0.009428	-0.00057827	0.00047912	0.00032325	-0.00069255	-0.078086	0.00054606	-0.00039467	-0.005762	-0.00074534	-0.00074898	-0.00030866	-0.0061515	0.034451	-0.0064935	0.036726	-0.018684	0.00064213	0.00085877	0.051639	-0.015726	-0.00060078	0.054737	-0.16912	0.078624	-0.068417	0.14954	-0.00051149	-0.033428	0.00056335	0.00037682	-0.00039503	-0.00014688	-0.00013398	-0.058532	0.00037975
RBPJ	0.00016182	-0.00056577	-0.00033864	0.00032262	0.0010128	-0.00018659	-0.060371	0.00020521	-0.00066559	0.037454	-0.000609	-0.00021587	-0.00025331	0.010762	0.00050377	-0.00016182	-7.4394e-05	-0.00073914	-0.00016182	-0.00023465	-0.00053606	0.00016441	0.00058023	-0.0004262	0.00029078	-0.00057336	-1.6055e-05	0.00088328	0.030585	-0.00024988	1.1246e-05	0.00029583	-6.7531e-05	-0.00042831	0.00079759	0.00023954	0.00082965
ZNF668	0	-0.016014	0.00038532	0.00071062	-0.0011618	-0.028904	-0.031788	0.00035329	-0.00027348	-0.0001162	0.0001162	-2.804e-05	0.072142	0.00027348	0.00027348	0.011371	0.00071021	-0.00096969	0.00013785	5.1067e-05	-0.0009258	0.0075451	0.016481	0.00065261	-9.4971e-05	0.00020937	-0.00090479	-0.00032884	-0.00046663	-0.0060885	-0.00026712	0.0009826	0.00031603	0.0082791	0.00019587	0.00050003	-8.9865e-06
ZNF555	0.00051677	-0.00046803	-0.00039588	0.00011204	-0.00042741	0.00018623	0.00011447	-0.00035325	-0.016034	0.00047517	-0.0007803	-8.5529e-05	-0.00026273	-0.00019412	0.050544	0.020247	-0.016528	-0.0061724	0.00089722	-7.5847e-05	0.00098992	-0.00040323	-0.0005602	0.00032801	6.4108e-05	0.00088826	-0.00068815	4.2698e-05	0.00047854	-0.0003321	0.00027949	6.675e-05	0.00015574	7.0565e-05	0.00049088	0.00034624	0.00032257
BDP1	0.00049117	0.00022578	0.00067532	9.3938e-05	0.014203	-0.0028407	-0.00052794	-0.054972	-0.031793	-0.0003275	0.00068605	-0.00018958	0.036931	0.0010516	-0.00035379	-0.00012803	0.00053533	-0.00040331	0.10035	-0.00012712	0.0006811	-2.8918e-05	-0.00091572	-0.00039383	0.014528	0.019092	-0.039941	-0.00067734	-0.00064476	-0.00037353	0.029362	-0.00022426	-0.00035223	0.00025501	0.00026846	-0.051965	-0.00092957
MYC	-0.0028139	-0.00093108	-0.00052506	-0.00010946	0.0011063	0.00048503	-0.00013584	-0.00031219	-4.0259e-05	0.00092561	-0.076539	0.049678	0.00051203	-0.0005205	0.00075833	-0.030968	0.00056162	0.00099108	-0.00034834	-0.00089888	-0.00047756	0.00045682	0.0046333	-0.00018625	0.028365	-0.031426	0.00036759	-0.00039301	0.00015403	-0.030595	6.2305e-05	0.00075796	-0.025476	0.00033456	0.0038158	0.077485	-0.00070601
MYB	0.014331	0.00083542	0.019847	-0.01928	0.013744	-0.00087946	0.00037072	-0.035829	0.00026613	0.00044402	2.8027e-05	-0.00016673	0.014543	0.00077511	-0.00040507	0.00065856	-0.0001734	0.012914	0.00061402	0.00044789	-0.00051539	-5.3239e-05	0.0002937	0.0003524	-0.00038904	-4.8394e-05	-0.061714	0.041403	-0.00091178	2.4284e-05	0.020195	-0.011053	-0.017296	-0.00065784	-0.0012924	-0.00020071	-0.00028545
DDIT3	-0.0002975	0.00077675	-0.027274	0.034503	-0.00063582	0.00062687	-0.00072268	0.00017754	1.3621e-05	-0.0007929	0.082569	-0.09707	0.073896	-0.034357	0.00061582	0.00091705	0.00067287	-0.080173	0.00046192	-0.030919	-0.00011696	0.00071104	0.00041169	0.030349	-0.027604	0.00032662	0.036839	-0.00047394	0.00031545	-0.0001608	-0.00063281	0.0092469	0.0004336	0.00070287	-0.00043278	-0.00037023	0.04614
SUZ12	0.058371	0.00020097	-0.0005657	-0.0021374	0.00081112	8.7885e-05	0.00050247	0.00057134	0.0020442	-0.0051923	0.00075402	0.00096787	-0.00087198	0.00041435	-0.00074653	-0.0007578	-0.0001722	0.00019069	0.0001562	-0.00058362	-0.0010141	-0.024753	0.0063197	-0.029322	0.045496	0.0028957	-0.043421	0.00083799	-0.00038303	-1.1698e-06	0.017174	0.075294	-0.059914	-0.00056396	-0.059484	0.037719	-0.00040502
FLI1	-0.04398	-0.0078659	7.7892e-05	0.0005919	-0.028146	-0.00036855	0.076995	-2.6548e-05	-0.00075962	0.00022993	0.00073058	-0.00087349	-0.00036168	-0.00045359	0.00047594	0.00054803	1.4339e-05	7.7938e-05	0.0060216	0.01533	-0.00010444	0.00046464	0.00056122	-0.0009181	0.0080132	-0.00025682	-0.00089034	3.8455e-05	-0.00014784	-0.00010052	0.00055412	-0.0059026	-0.00052718	0.00018942	0.047108	0.00053487	0.02448
STAT5B	-0.052924	0.00094101	3.2495e-05	-0.00068003	0.00090103	0.017015	-0.1354	0.1112	0.00039058	0.001388	-0.0006925	-0.054455	0.00025031	0.10355	-3.4579e-06	-0.0082492	-0.02977	-7.9856e-06	0.003987	3.0715e-05	-0.00083339	0.0012563	-0.00060429	-0.00094958	0.00027754	0.00032685	0.0015275	-0.00015248	6.0953e-05	-8.8228e-06	-0.0005793	-0.00070843	-0.00053733	-0.00072211	-0.033227	0.00055571	0.029567
NFAT5	-0.0001022	-3.9138e-05	0.08833	-0.00059311	-0.058468	0.00048073	-0.00048427	-0.014446	0.00092318	0.00070672	-0.10029	-0.00085988	0.00039631	0.00015237	-0.00075558	-0.00058346	-0.00099994	-0.00094039	0.015431	0.00015409	0.00020734	0.00029772	-0.012662	0.012949	-0.00029291	0.00054988	-0.0019082	-0.077266	-0.00019416	-0.0003711	-0.00019737	-0.00034826	0.00033564	-9.0382e-05	-0.00043247	-9.0382e-05	-0.00054079
KLF3	0.00065463	-0.00026675	-0.070669	0.16954	-0.088733	6.5651e-05	-0.00013216	-0.00071254	-0.00027816	-0.00091591	-9.368e-05	0.00063323	-4.5213e-06	-0.00071124	0.00085498	-5.5514e-05	0.00051621	0.00090059	-0.00030987	0.0010295	-0.00014875	-0.00032776	-0.00026109	0.00021699	0.0005021	0.00023136	7.6304e-05	0.00018618	0.00050396	-0.00023911	0.00028473	2.7106e-05	-0.00055763	-0.00091059	0.020973	0.0003107	-0.00064005
NR1I3	0.023228	-0.00014579	5.5437e-05	-0.00015944	0.0068602	-0.085156	-8.5459e-06	0.035208	0.00029198	-0.00014161	-0.058122	0.00070972	0.00080759	-0.00091493	0.018211	-0.00075935	-0.0021135	-0.00074221	-0.003246	0.00038268	-0.00061356	-0.00061356	0.00073119	-0.013006	0.00067453	0.010045	0.00094171	-0.0039054	0.014393	-0.0063244	0.00017157	0.00010861	-0.0001443	-0.00068253	0.00069623	0.00092534	0.0099721
DDX5	-0.00057986	-0.00066148	-0.00036512	-0.039022	0.31554	-0.15395	-0.44327	-0.18954	0.00035274	-0.00047656	0.00084327	-0.0005523	0.00055658	-0.00044447	0.00018666	0.00054925	-0.00019546	0.00010218	0.00031709	-0.00029167	0.00053613	0.0033934	-0.0012369	-0.00012676	0.015774	-0.00080753	-0.00026627	0.0001354	0.00090371	5.8463e-05	-0.038021	0.00081553	-0.00037	-0.00074051	-0.00066808	0.00072608	0.00053593
ZNF564	0.00093544	-4.1288e-05	0.00016007	0.00069893	0.00055216	-0.0075385	-0.00042211	-0.00092003	0.00016238	0.00014056	-0.0002613	-0.00090727	0.00064342	0.0005553	-0.00028312	1.8559e-05	0.00032281	4.8875e-05	-0.00017284	0.00055163	-7.9449e-05	0.00054675	0.00079257	-0.0010897	0.038767	0.0001525	-0.03867	0.00018676	-0.0008227	-4.9313e-05	-0.00088588	-0.00067601	-0.00063449	0.00064002	-0.00091765	-0.00066456	-0.0006262
BATF	0.00094731	0.0053454	0.0020093	-0.00095268	-0.00053695	0.00036141	0.020867	-0.00060445	0.008339	-0.00048952	0.03794	-0.00034062	-0.077223	-0.037057	-0.00013848	0.00058233	-0.00046214	0.00022448	0.00071455	0.00029342	-0.00047018	0.0006999	-0.00026238	0.012025	-0.054838	0.037947	-0.00021717	-0.00024926	-0.0013776	-0.020515	-0.005361	0.019798	-0.0099587	-0.0055414	-0.0005039	-0.0057071	-0.036812
ZNF217	-3.2452e-05	0.0001619	0.00075473	-0.00017275	-0.00031017	0.00023117	-0.00027163	-0.00027227	-0.00079713	-0.00021607	-0.00070778	0.094431	0.00023638	-3.3619e-05	-0.00046174	-4.7323e-05	0.040867	-0.00012428	-0.00031456	0.00039169	-5.4213e-05	-0.00011059	-0.00074602	0.0005915	4.0845e-05	-4.8046e-05	-9.0298e-05	-2.2504e-05	0.00046451	-0.00031725	0.00022141	-0.00075487	-0.00094995	-5.1126e-05	-0.00014048	-0.00082635	0.021346
VDR	0.0082498	0.00035165	-0.012773	0.013682	-0.00054658	-1.0937e-05	0.00013166	0.00043167	0.024807	0.00081702	-0.0004816	0.041534	-0.13168	-0.00058152	0.00040456	0.019812	-0.026493	-0.00021452	0.0071182	0.024887	-0.00069152	-8.6688e-05	0	-0.013986	-0.047833	-0.00047159	0.1022	-0.041577	-7.3852e-05	0.00048113	0.00031452	-0.00022783	-0.00018596	-0.00035948	-0.00027696	-0.00074342	8.6688e-05
NFKBIB	0.00057169	0.00088465	-0.00022194	0.00026137	-0.0004841	-0.00016725	0.00012763	0.00032068	-3.5624e-05	-0.037835	0.00057573	-0.00026051	-0.00086533	-0.00051073	0.00053392	0.00055533	0.0004983	-0.00012166	0.00028017	0.0004983	-0.00079807	-0.00026772	-0.00029244	0.00039502	-0.00065088	0.00016193	1.4152e-08	0.043385	-9.3914e-05	0	-0.0002131	-0.0005518	-0.00051122	0.00032491	3.3545e-05	-0.00057854	0.00060836
NFKBIA	9.6424e-05	0.00044266	0.028936	0.018367	-0.00030247	-0.021551	-0.07358	2.7765e-05	-0.099957	-0.055833	0.25513	0.01259	0.24132	0.080802	0.11934	0.00051299	0.0065336	-0.00044496	-0.081562	-0.00083703	6.4732e-05	-0.01727	0.0051494	0.00067213	0.00058991	0.00010329	0.00034431	-0.068861	0.00025656	0.0006522	-0.0005479	0.016266	0.0082479	0.00050847	0.025593	-0.00020824	0.00020268
ZNF219	0.00019476	-0.00020537	-0.0005909	-0.00037972	-0.00025579	-0.00061607	0.00019474	-0.0008297	0.00014771	0.00037432	-0.00022742	0.00047438	-0.0080748	-0.00031618	0.00057178	0.00085786	-0.0001501	0.0004418	0.00015835	0.021557	-0.0054185	0.00015052	7.0061e-05	-0.00012182	-0.00029946	0.0001606	0.00057852	-0.00040217	7.4252e-05	0.00022067	0.00051022	-0.00050442	0.00017727	0.00021089	9.5026e-05	-0.00010902	-0.00066743
NR3C1	-0.0004998	-0.0064125	-0.00053081	-0.00021702	-0.00073099	-0.00074204	-0.0070888	-0.021362	3.7796e-05	0.00020837	-0.00016803	0.00018811	0.014788	-0.016812	0.00018239	0.030585	0.0029806	0.023615	0.00046355	-0.0008802	-0.005501	-0.019948	-0.050727	0.03265	0.025875	-0.0057681	0.00021637	0.00062047	0.10931	-0.026078	0.00087893	0.00086495	-0.003131	0.00056372	0.035044	0.057254	0.00030287
ZNF280B	-0.00070093	0.00014017	-0.00037765	-0.0003615	-0.00092331	0.00050029	-0.00055961	0.030727	0.036748	-0.00011011	-0.00041245	-0.00060483	0.00016192	0.00070972	-5.7639e-05	-0.026645	-8.6606e-05	-0.00057779	0.00095311	0.0005198	0.00035104	-0.00020968	7.8709e-05	-6.2883e-05	0.00036285	-0.00015979	-0.00021889	0.00083216	0.00034456	0.00055488	0.00071719	0.00027422	-0.00011771	0.011292	0.00032313	-0.00040654	5.1599e-05
DEK	-0.00033028	-0.00086521	7.8391e-06	-9.7263e-05	-0.00034674	-0.043719	-0.00042837	0.00084905	0.00087235	-0.00038269	-0.00048184	-0.00048184	-0.00055182	-0.00051494	6.2616e-05	0.00054479	6.3627e-05	-0.00013091	0.00044033	0.019772	-0.00026077	-0.00092006	0.00017318	-0.0001725	6.8768e-05	-0.00015979	8.3932e-05	1.361e-05	0.0005571	-0.0007296	-0.0001638	0.0010845	0.0004671	0.00023057	0.00043839	0.00060647	-0.00065516
UBE2L3	0.0002075	0.00061397	0.00074065	-0.00081716	0.00024528	-0.00015321	0.00077313	-0.00032199	0.00054486	-0.00046663	-7.0337e-05	-0.00014213	0.00033141	-0.00026512	0.00022154	-0.00094462	0.00022203	-0.00046431	0.00015661	0.00033707	0.0005607	-0.0006369	-0.00050363	-0.00010094	0.00015065	-0.00035666	0.00050388	0.00092586	4.4503e-05	8.2931e-05	-0.00028516	0.00020481	0.00033544	0.00017921	-0.00043549	0.00014045	-0.0037539
ARID4A	-0.044626	-0.00022525	-0.00018594	6.1881e-05	-0.00072316	0.00066586	0.0005116	0.00029916	-4.9925e-05	-1.9962e-05	1.3586e-05	0.00064375	-0.026868	-0.00044146	5.0637e-05	0.00016293	-8.9635e-05	-4.1147e-05	-0.00020286	-3.0806e-05	0.00020529	-0.0002945	-0.00072391	0.012408	-0.00095851	0.00050022	-0.0002046	-0.033302	0.00044951	0.00047969	0.00082163	0.00074897	0.00052352	-0.00060949	0.00074495	0.00080727	0.00024963
CHD2	-0.072073	0.00072519	-6.5785e-05	2.0184e-05	0.0060651	-0.0040181	0.00010637	-0.0012185	-0.00081606	-0.0058168	0.00049594	-5.5489e-05	-0.00071998	0.061326	0.00018128	0.047394	-0.037703	-0.017253	0.0014563	0.00090744	0.022516	-1.074e-05	0.00068362	0.0004472	2.6326e-05	0.0042836	0.00024057	-0.026336	0.00017151	0.000368	0.0004655	0.00044418	0.00023535	0.0089303	0.02622	-0.023352	0.00028473
NR1I2	-0.0045034	6.1974e-05	-0.0012775	0.00033313	0.00695	-0.00075712	-0.0072831	0.0011585	9.2055e-05	-0.00081224	-0.00018126	-0.00094275	-0.058427	8.3711e-07	0.00085404	0.0091744	-0.00085345	0.00082423	0.00052277	0.00037896	-0.014437	-0.048322	0.016752	-0.019889	-0.00060267	-0.00081551	0.00052918	0.065924	-0.012193	0.00047396	0.019211	-0.016004	-0.00054549	0.093558	-0.00040167	0.046633	-0.00054615
OTX2	-0.00079518	9.0573e-05	-0.00031195	0.026174	-0.00066568	-0.00093208	0.00069504	-0.00017974	0.00021811	0.00050833	-0.00042407	0.031434	0.00020035	0.00075127	-0.00016161	-0.0003675	-0.00033632	-0.00046076	0.00070359	-0.00017206	-0.00022668	0.00026428	0.00018354	0.013275	0.00015415	-0.00016487	-0.00046926	-0.00086393	-0.0003193	-0.00054836	0.00043785	-0.00027275	0.00017037	0.00051029	-0.00036046	-0.00064008	5.617e-05
NR5A2	4.8809e-05	0.0003816	-0.0062824	0.00082221	0.00041453	0.00010843	0.00059366	0.0001017	-0.00061137	0.00059976	0.042781	-0.045131	-0.0006862	3.8201e-05	-4.6697e-05	0.037111	0.006815	0.02768	-0.00063395	-0.043783	0.00031368	-0.00033089	-5.1366e-05	-0.00019484	0.00059762	0.00072577	-0.052676	-0.00031392	0.00052064	-0.00086425	0.00037277	-0.00028663	-0.00038221	-0.00063807	3.6519e-05	8.6106e-05	0.00068128
NR5A1	6.2496e-05	0.010424	-0.00056155	0.00029307	0.00067237	0.00015332	0.00084964	0.00026718	-0.022398	0.072655	-0.11046	-0.00031231	0.070982	-0.035729	-5.3043e-05	-0.00058149	0.00010447	-0.00066108	0.00076891	0.00069331	-0.00011228	-0.00038081	0.001855	-0.0017038	0.0003129	0.00021201	-0.00071413	-0.05055	-0.018572	0.0010871	0.00073886	-0.00051204	0.00011594	0.0038857	-0.0015968	-0.023597	0.033211
NEUROG3	-0.00064608	-0.00051628	0.00033662	0.00067224	-2.4584e-06	-0.00074862	-0.00036032	-0.00055074	0.00024107	0.00075812	0.00047195	-0.01108	0.00040179	0.057674	0.00033586	-0.00077008	-0.00038244	0.00021078	0.00032467	6.4194e-06	6.5601e-05	0.00050998	0.0006597	-5.7289e-05	8.6148e-06	-0.00030855	9.8109e-05	0.00079248	0.00045492	-0.00041189	0.00024651	-0.00077818	-0.00033124	0.0030977	-0.00057895	0.00064937	-0.00072511
DLX5	-0.00014241	3.84e-05	-0.00066552	9.8645e-05	0.00013293	2.086e-05	-7.504e-05	0.00058087	-1.9294e-06	-0.00057055	0.00014019	0.00071748	-0.00087174	0.0005707	6.2909e-05	-0.00036987	0.00047191	-0.00015277	-0.00080387	0.013387	0.00089742	-0.00037136	-0.00060506	0.00022897	0.00043332	5.1282e-05	-0.00070421	0.0009628	0.00071358	-0.0001114	0.00047988	0.00059892	6.0883e-05	-0.00051185	0.022812	-0.00072128	0.00047988
ZBTB33	-0.036169	0.027191	0.0057294	-0.00030074	-0.00076444	-0.00072391	0.00077886	-0.00038742	0.0081993	-0.00026387	-0.026585	0.059328	0.00046083	-0.063352	-0.013084	-0.05391	0.11418	-0.00070411	0.00010256	0.00051881	-0.032024	-0.00032357	-0.086851	0.10368	-0.03756	0.02123	-0.037827	0.00020085	0.00084565	0.013733	-0.015261	-0.042304	0.027738	0.044036	0.00022161	-0.00079192	1.5961e-05
ZBTB37	7.2837e-05	-1.4265e-05	0.011111	0.023482	0.000489	-0.00023806	-0.20683	-0.00013802	0.022545	0.010601	-0.00026993	0.000818	-0.022889	0.040283	-0.037487	-0.00033214	0.00010081	0.00076701	0.012766	-0.00044826	-0.0050678	-0.00033027	0.00059722	-0.033582	0.075097	-0.063133	0.020706	-3.9707e-05	-0.016141	-5.939e-05	0.00020284	-1.3545e-05	-0.0001893	0.015374	-0.022403	-0.034237	-0.00010549
SIRT1	-0.097829	-0.04506	3.1545e-05	0.060257	-0.026196	0.00023985	-0.00021848	-0.08368	6.4113e-05	-0.00049081	0.00092999	0.00017588	0.00045095	0.00080275	-0.00069571	0.00067073	-0.00035265	-0.00044788	0.00091093	-0.0006207	0.045622	0.00094669	0.069306	0.00011709	-0.00053178	-0.043846	-0.00082242	0.0073338	6.0602e-05	-0.023776	0.00024055	0.00082091	0.023404	0.044945	-0.0003092	0.11747	0.00018004
SIRT6	0.037725	0.032804	-0.012428	-0.00013942	0.00031048	4.6334e-05	-0.0023415	0.00040753	-0.00017477	-0.029034	0.00071991	-0.0004498	-0.00083073	-0.0095055	-0.013686	-0.049125	-0.00099012	-0.0094337	-0.023045	-0.00087824	0.00056877	-0.052658	-0.033425	-0.00025942	-0.00054032	0.00060553	-0.00024231	0.00041951	-0.071151	0.069216	0.038587	0.0022166	-0.035519	-0.05035	-0.00031997	0.014218	-0.00088596
LMX1B	-0.00040906	0.00033781	0.00025912	-0.00025846	0.00064012	0.16443	0.00089997	0.021168	-0.00084371	0.00021367	0.00011126	-0.00021301	-0.00058306	0.00084608	-0.00036575	-9.869e-05	-0.00013721	-7.9269e-06	0.00020581	0.00021253	0.000255	-0.00048722	-0.00024796	-0.00017718	5.8633e-05	0.00014291	0.00017923	-0.00047309	-8.9182e-05	0.00043568	-0.00022078	0.00078368	0.00023342	1.884e-05	0.00035368	-0.00015105	-0.089428
HSF2BP	-0.00072288	0.00011109	-2.2812e-05	-0.00021034	0.00038237	7.6711e-05	0.00015255	-0.00067846	-0.00030189	0.00041037	-0.00040719	0.00033842	0.00032745	-0.00025011	0.00042126	2.5566e-05	-0.00067074	0.00025521	-0.00014074	0.00020718	-8.5526e-05	0.00055337	-0.00027487	0.00014382	4.5522e-05	0.00051664	-0.00051664	0.00040677	0.00072108	-0.00053175	-0.00063889	0.00052929	-0.00033954	-0.00031505	-0.00059266	-4.6015e-07	-0.00028249
APC	0.00096569	0.00010816	0.00021904	0.020466	-0.018645	0.00056033	-0.00063291	-0.057168	0.00037274	0.00064075	-0.010112	0.028692	-0.060661	-0.0010127	0.0010102	-0.00039503	0.052595	0.0003782	-0.0006008	0.00068194	0.00088797	0.0004076	-0.00053747	0.015078	-0.00045353	-0.00091271	-0.00062827	0.00014885	-0.00026575	0.00019903	1.8917e-05	0.00086413	0.00088318	-1.6505e-05	0.0003267	2.7997e-05	-0.00055483
RFXAP	0.076946	0.0001283	-0.00047803	-0.00070495	0.029165	-0.015547	0.00018578	-0.00039434	4.3551e-05	9.5331e-05	-0.00018154	-0.00042095	-0.060372	0.00049778	-6.9815e-05	-0.00018516	0.0002177	0.0001896	-0.00091717	-0.00020527	-0.00015456	0.00081374	0.00094765	-0.0076644	-0.00013341	0.00026905	0.0005716	-0.00044607	-0.002622	0.0006992	0.00038516	-0.032647	0.030732	0.00088878	-0.00068859	-1.2241e-05	0.031018
TAF7	-0.0004664	0.0294	0.011257	-0.013874	-0.00045998	-0.03015	-0.00037479	0.037736	0.00016319	-0.00076376	0.029351	0.00026927	0.00070645	0.00086343	0.00031941	-0.00078382	0.00057374	-0.00050237	-0.014659	0.00065549	-0.012824	-0.00046442	0.018531	-0.074635	0.016882	0.0005896	0.0002576	0.065623	-0.00025475	-0.11476	2.2588e-05	0.00095625	-0.00012648	-0.00011245	-0.079934	-0.025252	-0.035956
PRDM14	-0.00015811	0.00062448	-0.00053074	-0.00070834	-0.005842	0.018374	0.0003075	-0.00036478	0.00019594	6.2447e-05	-0.00090165	-0.0084639	-0.0011743	0.11524	9.3517e-05	0.047668	0.008358	-0.00075704	-0.0064533	0.00063401	-0.00043348	0.00055846	-0.01201	0.015409	-0.00038972	-0.00095033	0.0013325	0.017119	0.0070033	-0.001017	0.00043446	-0.01424	0.00056736	2.2028e-05	0.00033149	0.043767	-5.427e-05
ETV5	-0.00054806	-9.9871e-05	0.00045273	0.00097266	-0.00021564	0.00096305	-0.047762	0.00039285	-0.00075585	-0.0010716	0.0003188	0.00041734	-0.00036558	0.00010159	-0.00013231	-0.00065426	3.0201e-05	0.00036371	-2.6203e-05	0.00055915	0.00018648	3.6592e-05	-0.00053488	0.00021122	0.00036436	-0.00059256	-0.00041781	-0.00014377	-0.00032429	8.1432e-05	0.00010214	0.00043327	0.00014471	-0.00047696	0.00022545	-0.00074402	0.00010651
ETV4	0.11741	-0.0004221	-0.00026833	0.00087657	0.0013272	-0.0008787	-0.00015262	-0.00043348	0.0005551	0.00084781	4.8544e-05	-0.00041195	-0.00055244	0.00080329	0.00030281	0.010141	0.024187	0.071638	0.0086183	0.018786	0.00079041	0.00018965	0.32201	-0.26761	-0.025023	-0.00027916	0.00038919	-0.00090696	-0.1795	-0.20582	0.00076201	0.020176	-0.00047144	-0.00044157	0.0003223	-0.00047205	0.00034793
TAF1	-0.00032293	-0.0012327	-0.00049184	0.00034866	0.00071345	-7.647e-05	-0.00026699	-0.00019389	-0.00042059	0.01682	-0.050386	0.020018	0.0097143	-0.070885	0.00062483	0.046463	-0.00014414	0.00033024	-0.037525	0.00028669	-0.0007766	0.00089233	0.00072744	0.00032303	0.00084395	-0.0055818	-0.00073595	-0.00023506	-0.062971	0.058989	0.00062761	0.00090539	0.023909	-0.00079896	0.00058162	0.00094497	-0.011471
ETV6	-0.037434	0.0092122	0.009378	-0.00037428	-0.017148	3.196e-05	0.042462	-0.002758	-0.00085405	-0.0059112	0.0070208	0.020474	0.028267	0.009415	0.0084813	0.0004725	0.042735	0.00083014	0.0056531	0.00015485	-0.00087875	-0.0099534	0.00015814	0.00028671	0.0083499	-0.00081934	0.01033	-0.033883	0.00027523	0.032404	0.025734	-0.03359	-0.00053911	0.00030985	0.010396	0.0001388	0.022416
